customer ID,Gender,Age,Item Purchased,Category,Season,Color,Size,Location,Ratings,Subscription status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchased,Payment method,Frequency Of Purchases,Purchase Amount USD
405,Female,24,Dress,Clothing,Spring,White,L,Wisconsin,4.9,No,2-Day Shipping,No,Yes,17,Venmo,Quarterly,30
406,Female,20,Earbuds,Electronics,Fall,Charcoal,L,Rhode Island,3.9,No,Free Shipping,No,Yes,22,Venmo,Every 3 Months,56
407,Female,42,Sneakers,Footwear,Fall,Yellow,M,Wisconsin,3,No,Free Shipping,No,Yes,8,Bank Transfer,Fortnightly,89
408,Female,48,Sneakers,Footwear,Fall,Charcoal,M,Kentucky,4.6,No,Store Pickup,No,Yes,2,Debit Card,Every 3 Months,96
409,Female,62,Windbreaker,Outerwear,Summer,Gray,XL,Vermont,3.5,No,Free Shipping,No,Yes,45,Debit Card,Bi-Weekly,81
410,Female,62,Bluetooth Speaker,Electronics,Spring,Turquoise,M,South Dakota,4.8,No,Next Day Air,No,Yes,47,Cash,Every 3 Months,83
411,Female,50,Bluetooth Speaker,Electronics,Winter,Cyan,L,Virginia,4.8,No,Express,No,Yes,7,Cash,Annually,35
412,Female,57,Smartwatch,Electronics,Spring,Charcoal,M,West Virginia,3,No,Next Day Air,No,Yes,19,Cash,Fortnightly,56
413,Female,24,Bracelet,Accessories,Spring,Silver,XL,Hawaii,4.5,No,Free Shipping,No,Yes,44,Venmo,Fortnightly,45
414,Female,59,Scarf,Accessories,Summer,Olive,L,New Jersey,4.8,No,Standard,No,Yes,16,Venmo,Weekly,62
415,Female,63,Hoodie,Clothing,Spring,Pink,L,Massachusetts,3.8,No,Next Day Air,No,Yes,17,PayPal,Annually,84
416,Female,41,Wallet,Accessories,Winter,Orange,S,Oklahoma,4.6,No,2-Day Shipping,No,Yes,20,PayPal,Weekly,24
417,Female,35,Windbreaker,Outerwear,Winter,White,M,Michigan,3.1,No,2-Day Shipping,No,Yes,50,Bank Transfer,Every 3 Months,21
418,Female,34,Windbreaker,Outerwear,Winter,Purple,M,Montana,3.4,No,Store Pickup,No,Yes,37,PayPal,Fortnightly,91
419,Female,49,Jeans,Clothing,Fall,Olive,M,Utah,3.3,No,2-Day Shipping,No,Yes,5,PayPal,Monthly,36
420,Female,43,Scarf,Accessories,Winter,Gray,M,Nevada,4.8,No,Store Pickup,No,Yes,44,Debit Card,Monthly,39
421,Female,63,Bluetooth Speaker,Electronics,Fall,Silver,M,Illinois,2.8,No,Store Pickup,No,Yes,41,Venmo,Every 3 Months,39
422,Female,38,Bluetooth Speaker,Electronics,Winter,Orange,M,Utah,3.1,No,Express,No,Yes,19,Bank Transfer,Every 3 Months,59
423,Female,59,Scarf,Accessories,Spring,Magenta,S,West Virginia,4.6,No,Store Pickup,No,Yes,47,Debit Card,Quarterly,27
424,Female,35,Powerbank,Electronics,Fall,Beige,M,North Dakota,2.6,No,Express,No,Yes,40,Credit Card,Monthly,94
425,Female,48,Loafers,Footwear,Spring,Lavender,L,Minnesota,2.6,No,2-Day Shipping,No,Yes,6,Credit Card,Quarterly,94
426,Female,64,Heels,Footwear,Fall,Peach,M,New York,3.8,No,Store Pickup,No,Yes,25,Credit Card,Fortnightly,94
427,Female,28,Headphones,Electronics,Summer,Magenta,M,Vermont,4.5,No,2-Day Shipping,No,Yes,42,Debit Card,Monthly,51
428,Female,60,Headphones,Electronics,Spring,Beige,M,North Dakota,3,No,Express,No,Yes,35,Bank Transfer,Fortnightly,62
429,Female,27,Overcoat,Outerwear,Winter,Yellow,L,Louisiana,,No,Express,No,Yes,17,Debit Card,Bi-Weekly,57
430,Female,56,Sneakers,Footwear,Spring,Brown,S,Illinois,3.8,No,Express,No,Yes,4,Credit Card,Quarterly,76
431,Female,58,Heels,Footwear,Fall,Silver,M,Wyoming,3.5,No,Express,No,Yes,24,PayPal,Monthly,63
432,Female,30,Watch,Accessories,Spring,Orange,M,Washington,3.1,No,Store Pickup,No,Yes,16,PayPal,Every 3 Months,80
433,Female,23,Sneakers,Footwear,Spring,Purple,M,Texas,3,No,Free Shipping,No,Yes,14,Debit Card,Bi-Weekly,68
434,Female,33,Skirt,Clothing,Summer,Indigo,L,New Hampshire,4.3,No,Next Day Air,No,Yes,43,Cash,Weekly,89
435,Female,63,Necklace,Accessories,Summer,Gray,S,Indiana,3.3,No,Store Pickup,No,Yes,49,Venmo,Annually,26
436,Female,70,Headphones,Electronics,Winter,Black,M,Alabama,4.7,No,Standard,No,Yes,33,Venmo,Monthly,90
437,Female,70,Loafers,Footwear,Winter,Maroon,M,Oklahoma,4.5,No,Standard,No,Yes,45,Debit Card,Quarterly,28
438,Female,19,Shirt,Clothing,Winter,Beige,M,North Dakota,2.9,No,Next Day Air,No,Yes,35,Debit Card,Fortnightly,29
439,Female,25,Jeans,Clothing,Fall,Brown,S,Tennessee,4.1,No,Free Shipping,No,Yes,11,Cash,Bi-Weekly,31
440,Female,19,Earbuds,Electronics,Summer,Black,L,New Mexico,3.5,No,Standard,No,Yes,30,PayPal,Weekly,24
441,Female,25,Loafers,Footwear,Fall,Indigo,L,Iowa,3.4,No,Standard,No,Yes,48,Venmo,Monthly,88
442,Female,60,Heels,Footwear,Fall,Silver,M,Idaho,3.3,No,Express,No,Yes,45,PayPal,Annually,87
443,Female,35,Flip-Flops,Footwear,Winter,Blue,M,Oklahoma,3.2,No,Free Shipping,No,Yes,26,Bank Transfer,Every 3 Months,80
444,Female,46,Bracelet,Accessories,Summer,Green,M,Florida,4,No,Free Shipping,No,Yes,41,Debit Card,Fortnightly,48
445,Female,41,Necklace,Accessories,Fall,Orange,M,Michigan,3.6,No,2-Day Shipping,No,Yes,37,Bank Transfer,Quarterly,21
446,Female,30,Necklace,Accessories,Winter,Cyan,XL,Hawaii,4.6,No,Express,No,Yes,12,Cash,Weekly,72
447,Female,44,Necklace,Accessories,Spring,Orange,L,California,2.6,No,Free Shipping,No,Yes,27,Bank Transfer,Weekly,44
448,Female,61,Raincoat,Outerwear,Fall,Indigo,S,California,4.3,No,Express,No,Yes,18,Venmo,Quarterly,73
449,Female,55,Boots,Footwear,Fall,Silver,XL,West Virginia,3.4,No,Next Day Air,No,Yes,15,Venmo,Bi-Weekly,61
450,Female,50,Scarf,Accessories,Fall,Peach,L,Washington,3.5,No,Express,No,Yes,34,Debit Card,Fortnightly,20
451,Female,57,Hoodie,Clothing,Fall,Teal,M,Missouri,4.2,No,Express,No,Yes,37,Credit Card,Annually,86
452,Female,51,Earbuds,Electronics,Summer,White,XL,New York,,No,Standard,No,Yes,21,Bank Transfer,Weekly,60
453,Female,18,Running Shoes,Footwear,Fall,Brown,M,Connecticut,3.6,No,Free Shipping,No,Yes,31,Debit Card,Weekly,43
454,Female,63,Sweater,Clothing,Winter,Lavender,M,Virginia,4.3,No,Express,No,Yes,43,Venmo,Fortnightly,44
455,Female,34,Flip-Flops,Footwear,Fall,Indigo,M,Missouri,4.9,No,Next Day Air,No,Yes,22,Debit Card,Bi-Weekly,76
456,Female,25,Raincoat,Outerwear,Spring,Yellow,M,Nebraska,4.1,No,Express,No,Yes,12,Credit Card,Annually,33
457,Female,46,Jacket,Clothing,Winter,White,M,New Jersey,3.6,No,2-Day Shipping,No,Yes,25,Credit Card,Bi-Weekly,60
458,Female,59,Jacket,Clothing,Summer,Violet,M,Utah,3.4,No,Express,No,Yes,40,Credit Card,Bi-Weekly,26
459,Female,37,Sandals,Footwear,Fall,Lavender,M,North Carolina,2.9,No,2-Day Shipping,No,Yes,16,Venmo,Quarterly,73
460,Female,49,T-Shirt,Clothing,Fall,Olive,M,Rhode Island,2.7,No,Express,No,Yes,30,PayPal,Weekly,87
461,Female,22,Puffer Jacket,Outerwear,Spring,Beige,M,Arkansas,4.3,No,Free Shipping,No,Yes,10,PayPal,Bi-Weekly,100
462,Female,64,Running Shoes,Footwear,Summer,Purple,L,Maryland,,No,Free Shipping,No,Yes,1,Cash,Annually,84
463,Female,42,Jeans,Clothing,Summer,Teal,M,South Carolina,2.8,No,2-Day Shipping,No,Yes,24,PayPal,Annually,41
464,Female,37,Sneakers,Footwear,Fall,Peach,L,Ohio,3.2,No,2-Day Shipping,No,Yes,36,Venmo,Fortnightly,59
465,Female,26,Earbuds,Electronics,Fall,Violet,M,Illinois,3.6,No,2-Day Shipping,No,Yes,46,Bank Transfer,Monthly,26
466,Female,33,Boots,Footwear,Winter,Purple,M,Georgia,4,No,2-Day Shipping,No,Yes,20,Cash,Annually,69
467,Female,30,Bracelet,Accessories,Fall,Teal,M,Alabama,4.9,No,Free Shipping,No,Yes,37,Cash,Annually,20
468,Female,21,Sunglasses,Accessories,Fall,Gold,S,Oklahoma,4,No,Next Day Air,No,Yes,26,Cash,Bi-Weekly,83
469,Female,22,Headphones,Electronics,Winter,Teal,M,Vermont,3.8,No,Store Pickup,No,Yes,23,Bank Transfer,Fortnightly,54
470,Female,63,Dress,Clothing,Spring,Violet,M,Nebraska,,No,Store Pickup,No,Yes,20,Debit Card,Fortnightly,66
471,Female,33,Earbuds,Electronics,Winter,Black,M,Georgia,3.9,No,Standard,No,Yes,38,PayPal,Fortnightly,42
472,Female,43,Wallet,Accessories,Spring,Gold,L,Alabama,3.3,No,Express,No,Yes,5,Credit Card,Bi-Weekly,28
473,Female,27,Hoodie,Clothing,Spring,Gold,L,Minnesota,2.7,No,Next Day Air,No,Yes,41,Credit Card,Every 3 Months,57
474,Female,35,Scarf,Accessories,Spring,Brown,S,Missouri,4.7,No,2-Day Shipping,No,Yes,22,Bank Transfer,Quarterly,36
475,Female,37,Earbuds,Electronics,Fall,Cyan,M,Georgia,2.8,No,2-Day Shipping,No,Yes,48,Debit Card,Annually,69
476,Female,61,Loafers,Footwear,Winter,Indigo,M,West Virginia,4.6,No,Standard,No,Yes,10,Bank Transfer,Monthly,48
477,Female,32,Puffer Jacket,Outerwear,Fall,Orange,S,Arkansas,2.6,No,Free Shipping,No,Yes,12,Debit Card,Every 3 Months,58
478,Female,62,Puffer Jacket,Outerwear,Fall,Pink,M,Ohio,3.9,No,Express,No,Yes,2,Bank Transfer,Weekly,24
479,Female,29,Shirt,Clothing,Fall,Olive,S,Connecticut,4.9,No,Store Pickup,No,Yes,38,Bank Transfer,Annually,31
480,Female,41,Wallet,Accessories,Fall,Cyan,XL,North Dakota,4.1,No,Store Pickup,No,Yes,20,Cash,Every 3 Months,29
481,Female,48,T-Shirt,Clothing,Fall,Peach,M,Kansas,3,No,Free Shipping,No,Yes,5,Venmo,Bi-Weekly,69
482,Female,43,Bracelet,Accessories,Fall,Turquoise,M,Iowa,4.1,No,Store Pickup,No,Yes,9,Venmo,Fortnightly,79
483,Female,34,Sandals,Footwear,Winter,Turquoise,M,Vermont,,No,Express,No,Yes,48,Cash,Bi-Weekly,39
484,Female,45,Earbuds,Electronics,Winter,Maroon,M,Wisconsin,4,No,Express,No,Yes,9,Credit Card,Quarterly,84
485,Female,65,Bluetooth Speaker,Electronics,Summer,Maroon,M,Connecticut,3.6,No,Standard,No,Yes,40,Bank Transfer,Annually,66
486,Female,61,Puffer Jacket,Outerwear,Summer,Olive,S,Oklahoma,3,No,Free Shipping,No,Yes,30,Credit Card,Quarterly,92
487,Female,18,Raincoat,Outerwear,Summer,Magenta,S,Missouri,3,No,Next Day Air,No,Yes,6,Credit Card,Monthly,45
488,Female,47,Raincoat,Outerwear,Winter,Red,XL,Tennessee,2.6,No,2-Day Shipping,No,Yes,42,Cash,Fortnightly,74
489,Female,56,Puffer Jacket,Outerwear,Spring,Olive,M,New Mexico,3.4,No,Store Pickup,No,Yes,9,PayPal,Quarterly,39
490,Female,64,Blazer,Clothing,Spring,Silver,M,Iowa,3.1,No,Next Day Air,No,Yes,6,Cash,Monthly,71
491,Female,26,Smartwatch,Electronics,Summer,Turquoise,S,Maine,3,No,Standard,No,Yes,47,PayPal,Bi-Weekly,95
492,Female,55,Raincoat,Outerwear,Summer,Yellow,M,South Dakota,3.7,No,Express,No,Yes,36,Cash,Every 3 Months,72
493,Female,19,Scarf,Accessories,Winter,Peach,M,Texas,3.5,No,2-Day Shipping,No,Yes,19,Debit Card,Bi-Weekly,85
494,Female,50,Skirt,Clothing,Fall,Beige,M,Vermont,2.8,No,2-Day Shipping,No,Yes,30,PayPal,Every 3 Months,54
495,Female,21,Boots,Footwear,Winter,Pink,M,Michigan,4.5,No,Store Pickup,No,Yes,27,Venmo,Quarterly,41
496,Female,45,Bluetooth Speaker,Electronics,Spring,Violet,L,Nevada,3.3,No,Standard,No,Yes,25,Debit Card,Bi-Weekly,24
497,Female,46,Overcoat,Outerwear,Fall,Peach,L,Indiana,3.4,No,2-Day Shipping,No,Yes,5,Credit Card,Monthly,99
498,Female,63,Bluetooth Speaker,Electronics,Fall,Gold,L,Michigan,3.2,No,Next Day Air,No,Yes,10,Cash,Fortnightly,32
499,Female,27,Raincoat,Outerwear,Fall,Gold,L,California,3.7,No,2-Day Shipping,No,Yes,26,PayPal,Annually,71
500,Female,26,Headphones,Electronics,Summer,Indigo,L,Kentucky,4.6,No,Store Pickup,No,Yes,11,PayPal,Weekly,49
501,Female,57,Shorts,Clothing,Winter,Blue,M,Indiana,5,No,Standard,No,Yes,17,Venmo,Quarterly,50
502,Female,53,Necklace,Accessories,Fall,Black,L,Rhode Island,4.4,No,Standard,No,Yes,44,Debit Card,Weekly,91
503,Female,30,Wallet,Accessories,Fall,Black,M,Washington,4.9,No,Express,No,Yes,44,PayPal,Monthly,46
504,Female,61,Dress,Clothing,Winter,Teal,XL,Florida,4.1,No,Free Shipping,Yes,Yes,21,Debit Card,Every 3 Months,50
505,Female,65,Windbreaker,Outerwear,Summer,Yellow,XL,South Carolina,4.9,No,Next Day Air,Yes,Yes,49,Venmo,Fortnightly,39
506,Female,64,Flip-Flops,Footwear,Spring,White,L,Ohio,4.7,No,Standard,Yes,Yes,27,Credit Card,Weekly,99
507,Female,64,Smartwatch,Electronics,Fall,Orange,XL,Wyoming,3,No,Express,Yes,Yes,19,Cash,Monthly,48
508,Female,25,T-Shirt,Clothing,Spring,Silver,S,Maine,3.4,No,Store Pickup,Yes,Yes,33,Cash,Every 3 Months,77
509,Female,53,Puffer Jacket,Outerwear,Summer,Pink,S,Georgia,3.2,No,Express,Yes,Yes,46,Credit Card,Annually,95
510,Female,52,Watch,Accessories,Fall,Turquoise,M,Maine,,No,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,100
511,Female,66,Windbreaker,Outerwear,Fall,Orange,M,Illinois,4.5,No,Standard,Yes,Yes,23,Venmo,Annually,54
512,Female,21,Smartwatch,Electronics,Spring,Peach,XL,Delaware,2.7,No,Store Pickup,Yes,Yes,38,Cash,Quarterly,68
513,Female,31,Dress,Clothing,Fall,Pink,M,West Virginia,3.4,No,Store Pickup,Yes,Yes,2,Venmo,Bi-Weekly,22
514,Female,56,Overcoat,Outerwear,Fall,Teal,L,Hawaii,4.6,No,Next Day Air,Yes,Yes,21,Credit Card,Weekly,84
515,Female,31,Sunglasses,Accessories,Fall,White,S,New York,2.7,No,Standard,Yes,Yes,1,Cash,Weekly,46
516,Female,18,Powerbank,Electronics,Spring,Gray,M,New Mexico,4.2,No,Next Day Air,Yes,Yes,10,Bank Transfer,Every 3 Months,53
517,Female,18,Scarf,Accessories,Winter,Olive,M,Indiana,3.2,No,Express,Yes,Yes,45,Bank Transfer,Monthly,60
518,Female,38,Flip-Flops,Footwear,Fall,Maroon,M,Kentucky,4.8,No,Free Shipping,Yes,Yes,44,Venmo,Every 3 Months,32
519,Female,56,Raincoat,Outerwear,Spring,Magenta,M,West Virginia,3.3,No,Next Day Air,Yes,Yes,48,Bank Transfer,Weekly,50
520,Female,54,Bluetooth Speaker,Electronics,Fall,Magenta,M,Louisiana,4.2,No,Store Pickup,Yes,Yes,21,PayPal,Weekly,94
521,Female,31,T-Shirt,Clothing,Summer,Green,XL,Oregon,4.8,No,Next Day Air,Yes,Yes,1,Cash,Weekly,26
522,Female,57,Sunglasses,Accessories,Winter,Turquoise,S,Minnesota,4.9,No,2-Day Shipping,Yes,Yes,10,Bank Transfer,Fortnightly,44
523,Female,33,Hoodie,Clothing,Spring,Yellow,S,South Carolina,3.9,No,Express,Yes,Yes,24,Venmo,Quarterly,57
524,Female,36,Shorts,Clothing,Summer,Gray,L,Vermont,3,No,Free Shipping,Yes,Yes,29,Bank Transfer,Annually,65
525,Female,54,Sweater,Clothing,Fall,Peach,S,Minnesota,4.6,No,Express,Yes,Yes,11,Debit Card,Every 3 Months,72
526,Female,36,Flip-Flops,Footwear,Summer,Yellow,M,Pennsylvania,3.5,No,Standard,Yes,Yes,33,Venmo,Every 3 Months,62
527,Female,54,Smartwatch,Electronics,Winter,White,M,Pennsylvania,4.8,No,Free Shipping,Yes,Yes,27,Cash,Annually,21
528,Female,35,Wallet,Accessories,Summer,Lavender,L,Iowa,4.8,No,Next Day Air,Yes,Yes,19,Venmo,Quarterly,85
529,Female,35,Necklace,Accessories,Spring,Blue,M,New Jersey,3,No,Store Pickup,Yes,Yes,50,Credit Card,Fortnightly,51
530,Female,29,Bracelet,Accessories,Summer,Charcoal,M,South Carolina,4.5,No,Free Shipping,Yes,Yes,46,Credit Card,Fortnightly,84
531,Female,70,Loafers,Footwear,Winter,Red,S,Maryland,4.8,No,Store Pickup,Yes,Yes,28,Cash,Monthly,37
532,Female,69,Headphones,Electronics,Spring,Olive,L,Florida,3.8,No,Store Pickup,Yes,Yes,14,Bank Transfer,Weekly,44
533,Female,67,Overcoat,Outerwear,Winter,Green,L,Montana,4.6,No,Standard,Yes,Yes,46,Debit Card,Annually,45
534,Female,20,Hat,Accessories,Summer,Silver,L,Rhode Island,3.1,No,Free Shipping,Yes,Yes,41,Venmo,Bi-Weekly,35
535,Female,25,Headphones,Electronics,Summer,Silver,L,Texas,3.4,No,2-Day Shipping,Yes,Yes,50,PayPal,Weekly,50
536,Female,39,Dress,Clothing,Spring,Black,L,South Dakota,3.3,No,2-Day Shipping,Yes,Yes,28,PayPal,Weekly,26
537,Female,50,Necklace,Accessories,Summer,Red,S,Florida,4.8,No,Store Pickup,Yes,Yes,23,Cash,Weekly,78
538,Female,57,Jacket,Clothing,Winter,Indigo,L,West Virginia,2.8,No,Next Day Air,Yes,Yes,14,Bank Transfer,Fortnightly,82
539,Female,55,Boots,Footwear,Spring,Cyan,M,Illinois,3.1,No,Store Pickup,Yes,Yes,10,PayPal,Annually,39
540,Female,42,Smartwatch,Electronics,Spring,Maroon,S,Virginia,4.6,No,Express,Yes,Yes,37,Venmo,Quarterly,55
541,Female,68,Sneakers,Footwear,Summer,Silver,M,Virginia,2.6,No,Express,Yes,Yes,15,Venmo,Quarterly,20
542,Female,49,Earbuds,Electronics,Winter,Lavender,S,Wyoming,2.6,No,2-Day Shipping,Yes,Yes,19,Cash,Bi-Weekly,29
543,Female,59,Earbuds,Electronics,Winter,Silver,XL,South Carolina,3.8,No,Express,Yes,Yes,23,Debit Card,Fortnightly,41
544,Female,42,Powerbank,Electronics,Summer,Purple,XL,Connecticut,4.5,No,Standard,Yes,Yes,35,PayPal,Every 3 Months,38
545,Female,29,Earbuds,Electronics,Fall,Cyan,M,Ohio,3,No,2-Day Shipping,Yes,Yes,33,Cash,Monthly,47
546,Female,47,Raincoat,Outerwear,Summer,Cyan,S,Alabama,,No,Next Day Air,Yes,Yes,12,Bank Transfer,Weekly,30
547,Female,40,Sandals,Footwear,Winter,Lavender,M,Washington,3.8,No,Free Shipping,Yes,Yes,41,Credit Card,Annually,56
548,Female,41,Scarf,Accessories,Fall,Maroon,L,Alabama,3.5,No,Standard,Yes,Yes,27,Bank Transfer,Annually,89
549,Female,21,Windbreaker,Outerwear,Spring,Gray,M,New Mexico,3.1,No,Express,Yes,Yes,45,PayPal,Annually,96
550,Female,69,Sandals,Footwear,Fall,Olive,M,Nevada,3,No,Standard,Yes,Yes,23,PayPal,Weekly,81
551,Female,63,Sunglasses,Accessories,Fall,Magenta,S,Nebraska,4.3,No,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly,83
552,Female,50,Puffer Jacket,Outerwear,Fall,Yellow,L,Arizona,3.3,No,Standard,Yes,Yes,6,Venmo,Every 3 Months,35
553,Female,55,Flip-Flops,Footwear,Fall,Cyan,M,Georgia,4.7,No,Standard,Yes,Yes,6,Cash,Fortnightly,56
554,Female,30,Flip-Flops,Footwear,Winter,Teal,L,Idaho,4.5,No,Free Shipping,Yes,Yes,20,Debit Card,Bi-Weekly,45
555,Female,33,Hat,Accessories,Spring,Yellow,XL,Missouri,2.9,No,Express,Yes,Yes,8,Venmo,Weekly,62
556,Female,65,Heels,Footwear,Winter,Peach,S,Florida,4.1,No,Express,Yes,Yes,39,Credit Card,Weekly,84
557,Female,65,Sneakers,Footwear,Winter,Peach,M,Minnesota,3.5,No,Standard,Yes,Yes,39,Bank Transfer,Quarterly,24
558,Female,31,Shirt,Clothing,Fall,Olive,L,Maine,3.4,No,Standard,Yes,Yes,39,Bank Transfer,Fortnightly,21
559,Female,45,Puffer Jacket,Outerwear,Spring,Charcoal,M,Montana,3.3,No,Standard,Yes,Yes,23,Credit Card,Monthly,91
560,Female,57,Windbreaker,Outerwear,Spring,Indigo,M,Alaska,3.2,No,Store Pickup,Yes,Yes,41,Debit Card,Quarterly,36
561,Female,48,Windbreaker,Outerwear,Winter,Silver,L,Mississippi,4,No,Store Pickup,Yes,Yes,50,Venmo,Monthly,39
562,Female,22,Raincoat,Outerwear,Winter,Beige,XL,Arizona,3.6,No,Free Shipping,Yes,Yes,30,Venmo,Monthly,39
563,Female,36,Bluetooth Speaker,Electronics,Spring,Blue,M,Louisiana,4.6,No,Next Day Air,Yes,Yes,32,Bank Transfer,Quarterly,59
564,Female,18,Blazer,Clothing,Winter,White,L,New Hampshire,2.6,No,Free Shipping,Yes,Yes,35,Cash,Bi-Weekly,27
565,Female,48,Skirt,Clothing,Spring,Gold,M,Missouri,4.3,No,Free Shipping,Yes,Yes,45,Debit Card,Quarterly,94
566,Female,49,Sunglasses,Accessories,Winter,Blue,S,Idaho,3.4,No,2-Day Shipping,Yes,Yes,37,PayPal,Bi-Weekly,94
567,Female,64,Skirt,Clothing,Summer,Orange,L,Florida,3.5,No,2-Day Shipping,Yes,Yes,45,Cash,Annually,94
568,Female,50,Necklace,Accessories,Fall,Gold,XL,Idaho,4.2,No,Standard,Yes,Yes,29,Debit Card,Every 3 Months,51
569,Female,22,Dress,Clothing,Fall,Cyan,XL,Alabama,,No,Store Pickup,Yes,Yes,27,Cash,Every 3 Months,62
570,Female,50,Bluetooth Speaker,Electronics,Spring,Red,M,New Hampshire,3.6,No,2-Day Shipping,Yes,Yes,36,Debit Card,Fortnightly,57
571,Female,38,Overcoat,Outerwear,Winter,Yellow,S,Utah,4.3,No,Standard,Yes,Yes,9,Debit Card,Fortnightly,76
572,Female,19,Sweater,Clothing,Summer,Beige,L,Alabama,4.9,No,Express,Yes,Yes,38,Venmo,Weekly,63
573,Female,67,Bracelet,Accessories,Winter,Orange,XL,Iowa,4.1,No,Next Day Air,Yes,Yes,41,Venmo,Weekly,80
574,Female,19,Headphones,Electronics,Summer,Magenta,M,Kentucky,3.6,No,Free Shipping,Yes,Yes,25,Cash,Weekly,68
575,Female,36,Headphones,Electronics,Winter,Purple,L,South Carolina,3.4,No,2-Day Shipping,Yes,Yes,37,Venmo,Weekly,89
576,Female,52,Loafers,Footwear,Fall,Black,M,California,2.9,No,Standard,Yes,Yes,3,Credit Card,Weekly,26
577,Female,53,Dress,Clothing,Winter,Pink,M,Maine,2.7,No,Store Pickup,Yes,Yes,24,Debit Card,Fortnightly,90
578,Female,24,Sneakers,Footwear,Summer,Pink,XL,Nebraska,4.3,No,Next Day Air,Yes,Yes,49,Venmo,Bi-Weekly,28
579,Female,52,Necklace,Accessories,Summer,Maroon,M,Washington,,No,Store Pickup,Yes,Yes,3,Venmo,Fortnightly,29
580,Female,33,Raincoat,Outerwear,Spring,Maroon,S,Alabama,2.8,No,Free Shipping,Yes,Yes,42,Credit Card,Weekly,31
581,Female,47,Sandals,Footwear,Summer,Turquoise,M,Georgia,3.2,No,Next Day Air,Yes,Yes,32,Debit Card,Weekly,24
582,Female,25,Running Shoes,Footwear,Spring,Green,S,California,3.6,No,2-Day Shipping,Yes,Yes,33,Venmo,Annually,88
583,Female,44,Sandals,Footwear,Spring,Violet,L,Iowa,4,No,Standard,Yes,Yes,46,Venmo,Fortnightly,87
584,Female,61,Sandals,Footwear,Fall,Lavender,M,Iowa,4.9,No,Free Shipping,Yes,Yes,44,Debit Card,Monthly,80
585,Female,37,Jeans,Clothing,Summer,Gray,M,Colorado,4,No,Express,Yes,Yes,35,Debit Card,Fortnightly,48
586,Female,58,Hoodie,Clothing,Fall,Teal,S,California,3.8,No,Express,Yes,Yes,45,Cash,Bi-Weekly,21
587,Female,37,Overcoat,Outerwear,Summer,Red,M,Indiana,,No,Store Pickup,Yes,Yes,37,Bank Transfer,Annually,72
588,Female,32,Headphones,Electronics,Winter,Yellow,L,South Carolina,3.9,Yes,Store Pickup,Yes,Yes,40,PayPal,Bi-Weekly,44
589,Female,21,Skirt,Clothing,Fall,Magenta,M,Wisconsin,3.3,Yes,Store Pickup,Yes,Yes,30,PayPal,Weekly,73
590,Female,20,Loafers,Footwear,Winter,Brown,M,Washington,2.7,Yes,2-Day Shipping,Yes,Yes,38,Cash,Quarterly,61
591,Female,26,Heels,Footwear,Fall,Blue,M,South Dakota,4.7,Yes,Free Shipping,Yes,Yes,15,Credit Card,Every 3 Months,20
592,Female,62,Hoodie,Clothing,Winter,Black,XL,Minnesota,2.8,Yes,Standard,Yes,Yes,49,Cash,Weekly,86
593,Female,27,Jacket,Clothing,Summer,Olive,XL,Alaska,4.6,Yes,Standard,Yes,Yes,40,Cash,Weekly,60
594,Female,51,Sweater,Clothing,Spring,Olive,M,Kentucky,2.6,Yes,Express,Yes,Yes,40,Debit Card,Every 3 Months,43
595,Female,54,Overcoat,Outerwear,Summer,Green,S,North Dakota,3.9,Yes,Express,Yes,Yes,5,Cash,Quarterly,44
596,Female,55,Puffer Jacket,Outerwear,Summer,Peach,M,Alaska,4.9,Yes,Express,Yes,Yes,5,PayPal,Monthly,76
597,Female,69,Headphones,Electronics,Spring,White,XL,Oklahoma,4.1,Yes,Standard,Yes,Yes,5,PayPal,Quarterly,33
598,Female,64,Hoodie,Clothing,Summer,Red,XL,Delaware,3,Yes,Standard,Yes,Yes,1,Cash,Annually,60
599,Female,28,Scarf,Accessories,Summer,White,M,Montana,4.1,Yes,Next Day Air,Yes,Yes,21,Bank Transfer,Bi-Weekly,26
600,Female,70,Wallet,Accessories,Spring,Indigo,M,Alaska,,Yes,Next Day Air,Yes,Yes,18,Cash,Monthly,73
601,Female,58,Headphones,Electronics,Spring,White,L,California,4,Yes,Next Day Air,Yes,Yes,49,Credit Card,Weekly,87
602,Female,56,Powerbank,Electronics,Summer,Teal,S,Massachusetts,3.6,Yes,Express,Yes,Yes,27,Debit Card,Annually,100
603,Female,26,Belt,Accessories,Summer,Indigo,XL,South Carolina,3,Yes,Standard,Yes,Yes,21,Bank Transfer,Weekly,84
604,Female,37,Jeans,Clothing,Fall,Red,M,West Virginia,3,Yes,2-Day Shipping,Yes,Yes,19,Cash,Every 3 Months,41
605,Female,44,Boots,Footwear,Spring,Blue,S,Oregon,2.6,Yes,Express,Yes,Yes,23,Credit Card,Quarterly,59
606,Female,70,Raincoat,Outerwear,Spring,Blue,M,Massachusetts,3.4,Yes,Next Day Air,Yes,Yes,26,Venmo,Annually,26
607,Female,53,Flip-Flops,Footwear,Spring,Black,XL,West Virginia,3.1,Yes,Free Shipping,Yes,Yes,13,Bank Transfer,Every 3 Months,69
